MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
1348;9.57;314.3;1336;-110.01;100.945;2.52
1387.1;7.66;329.93;1374.7;-113.987;105.39;2.3
1428;10.47;345.74;1415;-116.269;111.353;2.74
1468.3;12.18;6.35;1454.6;-116.701;119.13;3.25
1508.7;13.62;22.56;1494;-114.404;127.762;2.88
1551.3;15.49;29.92;1535.2;-109.641;137.326;1.85
1589.1;17.8;32.61;1571.4;-104.009;146.569;1.93
1629.5;20.24;33.68;1609.6;-96.805;157.588;1.83
1663.4;23.45;33.72;1641.1;-89.807;168.081;2.84
1710.4;26.64;33.77;1683.6;-78.755;184.623;2.04
1750.3;29.38;36.44;1718.9;-67.967;199.936;2.27
1790.4;29.98;36.55;1753.7;-56.158;215.898;0.45
1831.1;30.06;36.61;1788.9;-44.023;232.249;0.06
1871.1;30.03;36.77;1823.6;-32.057;248.309;0.06
1911.6;29.86;35.39;1858.7;-20.151;264.646;0.53
1952.2;29.78;34.81;1893.9;-8.542;281.164;0.22
1992.8;29.92;35.24;1929.1;3.056;297.712;0.19
2027.3;29.89;35.13;1959;12.967;311.77;0.05
2066.3;29.92;34.8;1992.8;24.11;327.704;0.13
2113.7;29.8;35.71;2033.9;37.731;346.975;0.3
2154.7;29.85;34.79;2069.5;49.5;363.627;0.34
2194.3;29.84;36.98;2103.8;61.049;379.591;0.83
2234.7;29.79;38.27;2138.9;73.311;395.5;0.48
2275.1;30.01;37.36;2173.9;85.658;411.41;0.37
2305.9;29.96;35.61;2200.6;94.81;423.784;0.85
2396.5;30.06;35.35;2279.1;121.111;460.684;0.05
2436.7;30.19;35.59;2313.8;132.819;477.116;0.13
2470.8;30.22;36.84;2343.3;142.954;490.956;0.55
2517.2;30.25;36.59;2383.4;156.922;509.686;0.08
2557.9;30.19;34.71;2418.6;168.861;526.33;0.7
2587;30.19;33.06;2443.7;177.018;538.477;0.86
2595;30.13;31.24;2450.6;178.97;541.968;3.43
2621.1;29.93;25.32;2473.2;185.337;553.358;3.41
2647.4;28.62;18.88;2496.2;190.183;565.252;3.89
2688.1;27.17;11.08;2532.2;195.125;583.602;2.89
2727.5;26.91;3.24;2567.3;197.358;601.337;2.72
2768.6;26.81;353.59;2603.9;196.849;619.843;3.18
2809.1;28.15;343.98;2639.9;193.19;638.112;3.43
2849.4;30.2;333.38;2675.1;186.02;656.325;4.13
2889.6;32.18;322.06;2709.5;174.897;673.823;4.61
2930.4;34.72;315.89;2743.6;160.123;690.742;3.12
2970.7;38.45;310.87;2775.9;142.649;707.191;3.56
3010.9;42.29;305.91;2806.6;122.23;723.312;3.73
3051;45.11;300.16;2835.6;99.008;738.371;3.64
3091.4;48.2;296.12;2863.3;73.101;752.197;3.17
3130.5;53.44;294.14;2888;45.665;765.045;4.19
3171.2;57.55;289.29;2911.1;14.514;777.413;4.22
3212.1;62.02;285.32;2931.6;-19.219;787.894;4.13
3251.6;63.21;281.36;2949.8;-53.337;795.977;2.82
3292;58.32;281.29;2969.5;-87.894;802.899;3.63
3333.1;53.03;282.89;2992.7;-121.074;809.99;3.98
3373.4;46.91;287.36;3018.6;-150.849;817.982;5.22
3413.8;44.3;285.04;3046.9;-178.56;826.047;2.3
3454.1;43.58;283.54;3075.9;-205.657;832.951;0.94
3494.3;44.11;283.07;3104.9;-232.756;839.359;0.46
3534.6;44.1;283.1;3133.8;-260.076;845.709;0.02
3574.3;44.13;283.44;3162.3;-286.973;852.052;0.18
3615.2;44.05;284.07;3191.7;-314.614;858.819;0.33
3655.4;44.08;285.06;3220.6;-341.673;865.849;0.51
3671.1;44.05;285.44;3231.9;-352.208;868.721;0.51
3682;44.05;285.44;3239.7;-359.513;870.739;0
