MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
1348;9.57;314.3;1336;-110.01;100.945;2.52
1387.1;7.66;329.93;1374.7;-113.987;105.39;2.3
1428;10.47;345.74;1415;-116.269;111.353;2.74
1468.3;12.18;6.35;1454.6;-116.701;119.13;3.25
1508.7;13.62;22.56;1494;-114.404;127.762;2.88
1551.3;15.49;29.92;1535.2;-109.641;137.326;1.85
1589.1;17.8;32.61;1571.4;-104.009;146.569;1.93
1629.5;20.24;33.68;1609.6;-96.805;157.588;1.83
1663.4;23.45;33.72;1641.1;-89.807;168.081;2.84
1710.4;26.64;33.77;1683.6;-78.755;184.623;2.04
1750.3;29.38;36.44;1718.9;-67.967;199.936;2.27
1790.4;29.98;36.55;1753.7;-56.158;215.898;0.45
1831.1;30.06;36.61;1788.9;-44.023;232.249;0.06
1871.1;30.03;36.77;1823.6;-32.057;248.309;0.06
1911.6;29.86;35.39;1858.7;-20.151;264.646;0.53
1952.2;29.78;34.81;1893.9;-8.542;281.164;0.22
1992.8;29.92;35.24;1929.1;3.056;297.712;0.19
2027.3;29.89;35.13;1959;12.967;311.77;0.05
2066.3;29.92;34.8;1992.8;24.11;327.704;0.13
2113.7;29.8;35.71;2033.9;37.731;346.975;0.3
2154.7;29.85;34.79;2069.5;49.5;363.627;0.34
2194.3;29.84;36.98;2103.8;61.049;379.591;0.83
2234.7;29.79;38.27;2138.9;73.311;395.5;0.48
2275.1;30.01;37.36;2173.9;85.658;411.41;0.37
2305.9;29.96;35.61;2200.6;94.81;423.784;0.85
2396.5;30.06;35.35;2279.1;121.111;460.684;0.05
2436.7;30.19;35.59;2313.8;132.819;477.116;0.13
2470.8;30.22;36.84;2343.3;142.954;490.956;0.55
2517.2;30.25;36.59;2383.4;156.922;509.686;0.08
2557.9;30.19;34.71;2418.6;168.861;526.33;0.7
2587;30.19;33.06;2443.7;177.018;538.477;0.86
2595;29.81;31.45;2450.7;178.733;541.879;3.33
2653.2;27.05;19.76;2501.9;191.206;566.629;3.2
2693.7;26.44;14.67;2538;196.603;584.021;1.76
2733.9;26.47;6.38;2574;199.866;601.589;2.75
2774.3;26.45;356.36;2610.2;200.296;619.525;3.31
2814.8;26.44;349.52;2646.5;198.083;637.397;2.26
2855.3;26.84;342.3;2682.7;193.662;654.978;2.41
2895.1;29.13;334.29;2717.9;186.724;672.274;3.31
2935.6;30.82;327.98;2753;176.944;689.958;2.65
2975.9;33.73;322.9;2787;164.716;707.642;2.96
3016.3;36.82;316.6;2820;149.623;725.395;3.54
3056.6;38.42;310.99;2852;131.868;742.388;2.81
3097.1;40.86;304.69;2883.2;111.465;758.191;3.48
3136.9;45.54;301.79;2912.2;88.673;773.093;3.83
3177.3;49.5;301.46;2939.4;63.306;788.711;2.95
3217.8;44.76;301.22;2967;37.963;804.147;3.51
3257.9;40.65;301.61;2996.4;14.756;818.316;3.08
3298.5;36.47;301.87;3028.2;-6.763;831.624;3.09
3338.7;32.86;302.97;3061.2;-26.066;843.872;2.73
3379;28.3;302.94;3095.9;-43.265;855.022;3.39
3419.2;23.61;303.38;3132.1;-57.992;864.638;3.5
3459.7;21.06;302.82;3169.5;-70.882;873.046;1.9
3499.9;21.06;301.73;3207;-83.095;880.759;0.29
3540.5;21.02;301.56;3244.9;-95.504;888.407;0.05
3580.5;20.88;301.96;3282.3;-107.665;895.935;0.15
3620.3;20.89;302.46;3319.5;-119.67;903.497;0.13
3632;20.89;302.46;3330.4;-123.19;905.736;0
