MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
1840;24.31;261.3;1748.3;-406.987;-13.548;2.38
1850;23.4;261.24;1757.5;-410.984;-14.161;2.73
1860;22.79;260.74;1766.7;-414.859;-14.776;1.92
1870;21.92;260.49;1775.9;-418.611;-15.396;2.63
1880;20.98;260.58;1785.2;-422.218;-15.997;2.82
1890;20.23;261.02;1794.6;-425.692;-16.56;2.3
1900;19.65;261.39;1804;-429.062;-17.081;1.78
1910;19.02;261.79;1813.4;-432.338;-17.566;1.93
1920;18.16;262.11;1822.9;-435.494;-18.012;2.6
1930;17.32;262.45;1832.4;-438.513;-18.422;2.54
1940;16.56;262.81;1842;-441.403;-18.796;2.3
1950;15.62;263.53;1851.6;-444.155;-19.126;2.88
1960;14.58;264.78;1861.2;-446.746;-19.392;3.27
1970;13.75;265.49;1870.9;-449.184;-19.6;2.54
1980;13.12;265.75;1880.7;-451.501;-19.778;1.9
1990;12.11;266;1890.4;-453.679;-19.935;3.03
2000;10.9;266.44;1900.2;-455.669;-20.067;3.64
2010;10.04;267.49;1910.1;-457.483;-20.164;2.64
2020;9.28;269;1919.9;-459.161;-20.216;2.4
2030;8.48;271.02;1929.8;-460.704;-20.217;2.58
2040;7.52;273.53;1939.7;-462.094;-20.164;3.06
2050;6.87;275.05;1949.6;-463.343;-20.071;2.03
2060;6.28;277.53;1959.6;-464.481;-19.946;1.96
2070;5.66;282.49;1969.5;-465.505;-19.768;2.42
2080;5.24;287.86;1979.5;-466.421;-19.521;1.98
2090;4.77;293.02;1989.4;-467.238;-19.219;1.95
2100;4.19;297.86;1999.4;-467.944;-18.885;2.08
2110;3.37;306.5;2009.4;-468.503;-18.54;2.99
2120;2.89;317.71;2019.3;-468.909;-18.178;2.33
2130;2.79;328.96;2029.3;-469.204;-17.783;1.7
2140;2.93;341.18;2039.3;-469.412;-17.333;1.87
2150;3.39;355.71;2049.3;-469.517;-16.796;2.76
2160;3.94;7.56;2059.3;-469.494;-16.161;2.8
2170;4.35;16.27;2069.3;-469.342;-15.456;2.25
2180;4.85;25.12;2079.2;-469.057;-14.709;2.6
2190;5.41;33.13;2089.2;-468.619;-13.932;2.72
2200;6;38.53;2099.1;-468.036;-13.128;2.39
2210;6.56;42.36;2109.1;-467.326;-12.297;2.1
2220;7.3;46.42;2119;-466.481;-11.437;2.66
2230;8.25;51.54;2128.9;-465.459;-10.553;3.52
2240;9.24;55.2;2138.8;-464.237;-9.648;3.41
2250;10.14;57.43;2148.7;-462.836;-8.716;2.92
2260;11.11;59.85;2158.5;-461.261;-7.759;3.2
2270;12.04;61.78;2168.3;-459.509;-6.781;3.02
2280;12.77;63.25;2178;-457.603;-5.791;2.39
2290;13.29;64.43;2187.8;-455.579;-4.797;1.75
2300;13.92;65.47;2197.5;-453.448;-3.802;2.03
2310;14.69;65.98;2207.2;-451.196;-2.786;2.34
2320;15.47;66.14;2216.9;-448.818;-1.731;2.34
2330;16.18;66.32;2226.5;-446.322;-0.632;2.14
2340;16.93;66.49;2236.1;-443.711;0.509;2.25
2350;17.72;66.96;2245.6;-440.975;1.685;2.41
2360;18.61;67.36;2255.1;-438.102;2.895;2.7
2370;19.52;67.72;2264.6;-435.084;4.143;2.75
2380;20.43;68.12;2274;-431.918;5.427;2.76
2390;21.25;68.32;2283.3;-428.614;6.747;2.47
2400;21.92;68.35;2292.6;-425.195;8.105;2.01
2410;22.61;68.54;2301.9;-421.672;9.497;2.08
2420;23.43;68.67;2311.1;-418.03;10.923;2.46
2430;24.36;68.72;2320.2;-414.257;12.395;2.79
2440;25.31;68.55;2329.3;-410.345;13.925;2.86
2450;26.29;68.14;2338.3;-406.3;15.531;2.99
2460;27.23;67.77;2347.2;-402.127;17.221;2.86
2470;28.23;67.35;2356.1;-397.827;18.998;3.06
2480;29.08;67.17;2364.8;-393.404;20.851;2.56
2490;30.08;67.26;2373.5;-388.853;22.763;3
2500;31.02;67.18;2382.1;-384.167;24.731;2.82
2510;31.64;67.35;2390.7;-379.371;26.741;1.88
2520;32.15;67.45;2399.2;-374.493;28.771;1.54
2530;32.87;67.45;2407.6;-369.53;30.832;2.16
2540;34.06;67.96;2416;-364.428;32.924;3.67
2550;35.36;68.34;2424.2;-359.142;35.043;3.95
2560;36.24;68.58;2432.3;-353.701;37.19;2.67
2570;36.93;68.78;2440.3;-348.149;39.357;2.1
2571;37;68.83;2441.1;-347.583;39.574;2.31
2580;37.65;69.24;2448.3;-342.493;41.527;2.32
2590;38.72;69.89;2456.1;-336.7;43.685;3.43
2600;39.63;70.21;2463.9;-330.762;45.84;2.8
2610;40.65;70.61;2471.5;-324.688;48.001;3.16
2620;41.83;70.9;2479;-318.465;50.174;3.59
2630;42.86;71.07;2486.4;-312.096;52.368;3.11
2640;43.82;71.09;2493.7;-305.604;54.594;2.88
2650;44.66;71.19;2500.9;-299.002;56.849;2.53
2660;45.66;71.46;2507.9;-292.285;59.119;3.05
2670;46.6;71.56;2514.9;-285.448;61.406;2.83
2680;47.52;71.56;2521.7;-278.503;63.721;2.76
2690;48.39;71.54;2528.4;-271.459;66.071;2.61
2700;49.32;71.53;2534.9;-264.316;68.456;2.79
2710;50.34;71.46;2541.4;-257.07;70.882;3.06
2720;51.38;71.42;2547.7;-249.717;73.35;3.12
2730;52.35;71.31;2553.9;-242.264;75.864;2.92
2740;53.31;71.23;2559.9;-234.718;78.423;2.89
2750;54.04;71.2;2565.8;-227.09;81.017;2.19
2760;54.76;71.18;2571.7;-219.393;83.639;2.16
2770;55.47;71.06;2577.4;-211.632;86.293;2.15
2780;56.24;70.96;2583;-203.806;88.986;2.32
2790;57.17;70.96;2588.5;-195.905;91.713;2.79
2800;58.13;70.96;2593.8;-187.919;94.469;2.88
2810;59.11;70.95;2599;-179.849;97.255;2.94
2820;60;70.91;2604.1;-171.701;100.071;2.67
2830;60.84;71.02;2609;-163.48;102.908;2.54
2840;61.65;71.09;2613.9;-155.188;105.754;2.44
2850;62.04;71.2;2618.6;-146.845;108.603;1.21
2860;62;71.29;2623.3;-138.483;111.443;0.27
2870;62.16;71.37;2628;-130.112;114.271;0.52
2880;62.42;71.39;2632.6;-121.722;117.098;0.78
2890;63.01;71.26;2637.2;-113.302;119.944;1.8
2900;63.81;71.08;2641.7;-104.839;122.83;2.45
2910;64.47;70.91;2646;-96.331;125.76;2.03
2920;65.09;70.74;2650.3;-87.786;128.732;1.92
2930;65.71;70.57;2654.4;-79.207;131.744;1.92
2940;66.31;70.47;2658.5;-70.594;134.79;1.82
2950;66.97;70.24;2662.5;-61.948;137.877;2.08
2960;67.89;69.92;2666.3;-53.266;141.023;2.9
2970;69.05;69.83;2670;-44.532;144.223;3.49
2980;70.33;69.78;2673.5;-35.731;147.461;3.84
2990;71.42;69.9;2676.7;-26.862;150.717;3.29
3000;72.46;70.25;2679.8;-17.924;153.957;3.28
3010;73.71;70.55;2682.7;-8.911;157.166;3.85
3020;75.14;70.73;2685.4;0.177;160.359;4.32
3030;76.59;70.8;2687.9;9.333;163.554;4.35
3040;77.77;70.82;2690.1;18.542;166.759;3.54
3050;78.92;70.81;2692.1;27.791;169.977;3.45
3060;80.1;70.77;2693.9;37.076;173.213;3.54
3070;81.65;70.44;2695.5;46.389;176.491;4.75
3080;82.12;70.3;2696.9;55.714;179.817;1.47
3090;81.91;70.14;2698.3;65.033;183.168;0.79
3100;81.84;70.03;2699.7;74.34;186.54;0.39
3110;81.98;69.86;2701.1;83.64;189.936;0.66
3120;82.05;69.69;2702.5;92.933;193.359;0.55
3130;81.99;69.51;2703.9;102.215;196.811;0.56
3140;81.99;69.35;2705.3;111.486;200.29;0.48
3150;82.01;69.28;2706.7;120.75;203.788;0.22
3160;81.88;69.24;2708.1;130.01;207.295;0.41
3170;82.01;69.15;2709.5;139.266;210.811;0.47
3180;81.92;69.04;2710.9;148.516;214.345;0.42
3190;82.09;69.01;2712.3;157.762;217.889;0.52
3200;82.06;68.89;2713.7;167.006;221.447;0.37
3210;81.96;68.85;2715.1;176.243;225.017;0.32
3220;82;68.99;2716.5;185.482;228.578;0.43
3230;82.13;69.12;2717.8;194.732;232.119;0.55
3240;82.11;69.16;2719.2;203.989;235.646;0.13
3250;82.23;69.11;2720.6;213.246;239.175;0.39
3260;82.28;69.06;2721.9;222.502;242.712;0.21
3270;82.21;69;2723.3;231.754;246.258;0.28
3280;82.08;68.95;2724.6;241;249.812;0.42
3290;81.99;68.93;2726;250.242;253.371;0.28
3300;82.04;68.95;2727.4;259.484;256.929;0.16
3310;81.94;68.96;2728.8;268.726;260.485;0.3
3320;81.8;68.9;2730.2;277.964;264.044;0.46
3330;82.01;68.84;2731.6;287.198;267.613;0.65
3340;82.17;68.78;2733;296.433;271.193;0.51
3350;81.9;68.62;2734.4;305.66;274.791;0.94
3360;81.85;68.5;2735.8;314.875;278.409;0.39
3370;82;68.44;2737.2;324.085;282.043;0.48
3380;82.09;68.4;2738.6;333.295;285.686;0.29
3390;82.03;68.37;2740;342.502;289.334;0.2
3400;82;68.36;2741.4;351.708;292.985;0.09
3410;82.18;68.34;2742.7;360.914;296.639;0.54
3420;82.26;68.29;2744.1;370.121;300.3;0.28
3430;82.1;68.21;2745.4;379.322;303.971;0.54
3440;82.21;68.15;2746.8;388.519;307.654;0.38
3450;82.16;68.12;2748.2;397.713;311.343;0.17
3460;81.96;68.09;2749.6;406.903;315.037;0.61
3470;81.97;68.17;2751;416.092;318.725;0.24
3480;81.63;68.24;2752.4;425.283;322.4;1.04
3490;80.95;68.38;2753.9;434.467;326.053;2.08
3500;80.72;68.39;2755.5;443.645;329.69;0.69
3510;80.48;68.65;2757.1;452.826;333.302;1.05
3520;80.5;68.76;2758.8;462.015;336.884;0.33
3530;80.61;68.77;2760.4;471.21;340.457;0.33
3540;80.52;68.82;2762.1;480.407;344.025;0.31
3550;80.35;68.89;2763.7;489.604;347.582;0.55
3560;80.5;68.87;2765.4;498.802;351.135;0.45
3570;80.58;68.9;2767;508.004;354.689;0.26
3580;80.42;68.99;2768.7;517.208;358.232;0.55
3590;80.46;69.04;2770.3;526.415;361.764;0.19
3600;80.54;68.94;2772;535.622;365.3;0.38
3610;80.22;69.14;2773.7;544.829;368.827;1.13
3620;80.24;69.36;2775.3;554.045;372.318;0.65
3630;80.43;69.43;2777;563.272;375.787;0.61
3640;80.3;69.73;2778.7;572.512;379.227;0.97
3650;80.35;69.81;2780.4;581.761;382.636;0.28
3660;80.42;69.74;2782.1;591.013;386.044;0.29
3670;80.43;69.8;2783.7;600.265;389.454;0.18
3680;80.39;69.88;2785.4;609.522;392.852;0.27
3690;80.38;69.85;2787.1;618.779;396.246;0.09
3700;80.36;69.82;2788.7;628.033;399.645;0.11
3710;80.05;69.67;2790.4;637.278;403.057;1.03
3720;79.41;69.5;2792.2;646.5;406.489;1.98
3730;78.41;69.49;2794.1;655.691;409.926;3
3740;77.22;69.4;2796.2;664.843;413.358;3.58
3750;76.04;69.3;2798.6;673.947;416.789;3.55
3760;74.9;69.36;2801.1;683.004;420.206;3.42
3770;73.85;69.31;2803.8;692.015;423.604;3.15
3780;73.03;69.26;2806.6;700.98;426.995;2.46
3790;72.47;69.25;2809.6;709.911;430.378;1.68
3800;71.61;69.19;2812.7;718.805;433.753;2.59
3810;70.48;69.27;2815.9;727.648;437.106;3.4
3820;69.58;69.29;2819.3;736.439;440.432;2.7
3830;68.8;69.31;2822.9;745.183;443.736;2.34
3840;67.9;69.34;2826.6;753.879;447.017;2.7
3850;66.71;69.3;2830.4;762.51;450.275;3.57
3860;65.24;69.25;2834.5;771.052;453.507;4.41
3870;64;69.31;2838.8;779.503;456.704;3.72
3880;62.93;69.32;2843.2;787.872;459.864;3.21
3890;62;69.27;2847.9;796.167;462.999;2.79
3900;61.38;69.32;2852.6;804.402;466.112;1.86
3910;60.74;69.51;2857.4;812.595;469.189;1.98
3920;59.52;69.66;2862.4;820.721;472.214;3.68
3930;58.14;69.69;2867.6;828.745;475.186;4.14
3940;57.12;69.84;2873;836.669;478.107;3.08
3950;56.28;70;2878.4;844.519;480.976;2.55
3960;54.9;69.99;2884.1;852.272;483.799;4.14
3970;53.5;69.87;2890;859.889;486.582;4.21
3980;52.22;69.9;2896;867.375;489.323;3.84
3990;51.08;69.89;2902.2;874.739;492.019;3.42
4000;50.05;69.86;2908.5;881.991;494.676;3.09
4010;49.03;69.84;2915;889.134;497.297;3.06
4020;48.09;69.7;2921.7;896.168;499.89;2.84
4030;47.48;69.62;2928.4;903.112;502.464;1.84
4040;46.81;69.64;2935.2;909.984;505.016;2.01
4050;45.82;69.65;2942.1;916.764;507.531;2.97
4060;44.94;69.72;2949.1;923.439;510.002;2.64
4070;44.29;69.74;2956.2;930.028;512.435;1.95
4080;43.56;69.74;2963.4;936.536;514.837;2.19
4090;42.72;69.75;2970.7;942.951;517.205;2.52
4100;41.73;69.94;2978.1;949.259;519.52;2.99
4110;40.74;70.3;2985.6;955.458;521.762;3.05
4120;39.82;70.61;2993.3;961.55;523.925;2.82
4130;38.9;70.74;3001;967.535;526.024;2.77
4140;38.08;70.89;3008.8;973.413;528.069;2.48
4150;36.96;71.48;3016.8;979.178;530.034;3.53
4160;35.94;71.37;3024.8;984.809;531.926;3.07
4170;34.79;71.34;3033;990.293;533.776;3.45
4180;33.64;71.21;3041.2;995.619;535.581;3.46
4190;32.56;70.76;3049.6;1000.782;537.36;3.32
4200;31.64;70.45;3058.1;1005.794;539.125;2.8
4210;30.37;70.12;3066.7;1010.643;540.862;3.84
4220;29.35;69.94;3075.3;1015.323;542.563;3.07
4230;28.5;70.26;3084.1;1019.87;544.209;2.59
4240;27.8;70.02;3092.9;1024.308;545.812;2.13
4250;26.78;69.86;3101.8;1028.614;547.384;3.07
4260;25.77;69.78;3110.7;1032.769;548.911;3.03
4270;24.74;70;3119.8;1036.776;550.378;3.1
4280;23.95;70.34;3128.9;1040.653;551.777;2.41
4290;22.81;70.82;3138.1;1044.396;553.097;3.47
4300;21.59;71.26;3147.3;1047.969;554.324;3.69
4310;20.38;71.8;3156.7;1051.365;555.459;3.68
4320;18.96;72.01;3166.1;1054.565;556.505;4.27
4330;17.51;72.38;3175.6;1057.544;557.462;4.36
4340;16.53;72.96;3185.2;1060.338;558.335;2.98
4350;15.74;72.8;3194.8;1062.994;559.152;2.37
4360;14.89;72.28;3204.4;1065.513;559.945;2.58
4370;14.1;71.87;3214.1;1067.895;560.715;2.39
4380;13.88;71.95;3223.8;1070.193;561.465;0.66
4390;13.86;71.54;3233.5;1072.469;562.216;0.3
4400;13.92;71.32;3243.2;1074.745;562.981;0.24
4410;13.85;71.37;3252.9;1077.019;563.748;0.21
4420;13.8;70.9;3262.6;1079.28;564.521;0.37
4430;13.87;70.71;3272.3;1081.538;565.307;0.25
4440;13.93;70.12;3282;1083.801;566.113;0.46
4450;13.81;69.78;3291.7;1086.053;566.934;0.44
4460;13.87;69.45;3301.5;1088.296;567.768;0.3
4470;13.82;69.64;3311.2;1090.538;568.604;0.2
4480;13.91;69.82;3320.9;1092.786;569.434;0.3
4490;14.2;69.2;3330.6;1095.06;570.284;0.98
4500;14.4;68.64;3340.3;1097.365;571.173;0.73
4510;14.36;67.72;3350;1099.671;572.096;0.7
4520;14.4;66.78;3359.6;1101.961;573.056;0.71
4530;14.42;65.95;3369.3;1104.241;574.054;0.62
4540;14.47;64.86;3379;1106.509;575.092;0.83
4550.7;14.59;63.57;3389.4;1108.926;576.26;0.97
4562;14.59;63.57;3400.3;1111.475;577.527;0
