MD (m RKB);TVD (m RKB);E/W (m);N/S (m);Section (in)
1123;1068.2;-195.812;61.073;13.375
1132.9;1075.1;-202.691;62.727;13.375
1142.9;1082;-209.81;64.492;13.375
1152.9;1088.7;-216.998;66.216;13.375
1162.9;1095.3;-224.297;68.051;13.375
1173;1101.7;-231.776;69.586;13.375
1183;1108;-239.345;71.29;13.375
1193;1114.2;-247.054;72.995;13.375
1202.9;1120.2;-254.813;74.65;13.375
1213;1126.1;-262.762;76.355;13.375
1223;1131.8;-270.751;77.86;13.375
1233;1137.5;-278.86;79.725;13.375
1242.9;1143;-286.989;81.36;13.375
1253;1148.4;-295.178;83.085;13.375
1262.9;1153.7;-303.447;84.771;13.375
1272.9;1159;-311.746;86.596;13.375
1282.9;1164.3;-320.045;88.381;13.375
1292.9;1169.5;-328.393;90.186;13.375
1302.9;1174.6;-336.712;92.001;13.375
1312.9;1179.7;-345.091;93.937;13.375
1322.9;1184.9;-353.44;95.712;13.375
1332.9;1190.1;-361.819;97.527;13.375
1342.9;1195.3;-370.078;99.292;13.375
1353;1200.7;-378.397;101.118;13.375
1363;1206;-386.605;102.993;13.375
1372.9;1211.5;-394.774;104.848;13.375
1382.9;1217;-402.943;106.533;13.375
1392.9;1222.5;-411.042;108.378;13.375
1402.9;1228.1;-419.141;110.363;13.375
1412.9;1233.7;-427.14;112.068;13.375
1422.9;1239.3;-435.368;114.113;13.375
1433;1244.6;-443.517;116.078;13.375
1442.9;1250;-451.656;117.964;13.375
1453;1255.3;-459.965;119.839;13.375
1463;1260.5;-468.304;121.644;13.375
1473;1265.7;-476.672;123.689;13.375
1482.9;1270.8;-484.921;125.704;13.375
1485;1271.9;-486.647;126.098;13.375
1485;1271.9;-486.647;126.098;9.625
1492.9;1276;-493.22;127.6;9.625
1498;1278.7;-497.419;128.622;9.625
1502.9;1281.3;-501.479;129.595;9.625
1513;1286.6;-509.757;131.73;9.625
1522.9;1291.9;-517.816;134.145;9.625
1532.9;1297.1;-526.014;136.59;9.625
1543;1302.3;-534.133;139.115;9.625
1552.9;1307.4;-542.321;141.871;9.625
1563;1312.5;-550.429;144.716;9.625
1573;1317.6;-558.467;147.791;9.625
1582.9;1322.5;-566.455;151.066;9.625
1592.9;1327.5;-574.013;154.34;9.625
1602.9;1332.4;-582.451;158.036;9.625
1612.9;1337.2;-590.228;162.061;9.625
1622.9;1342;-598.046;165.966;9.625
1632.9;1346.8;-605.783;169.98;9.625
1642.9;1351.6;-613.701;173.925;9.625
1652.9;1356.4;-621.509;177.75;9.625
1662.9;1361.4;-629.406;181.495;9.625
1672.9;1366.4;-637.284;185.05;9.625
1682.9;1371.4;-645.152;188.475;9.625
1692.9;1376.5;-653.04;191.75;9.625
1702.9;1381.6;-660.988;195.025;9.625
1712.9;1386.6;-668.976;198.18;9.625
1722.9;1391.7;-676.974;201.245;9.625
1732.9;1396.7;-685.232;204.29;9.625
1742.9;1401.8;-693.31;207.205;9.625
1752.9;1406.8;-701.488;210.06;9.625
1762.9;1411.9;-709.787;212.686;9.625
1773;1417.1;-718.055;215.111;9.625
1782.9;1422.2;-726.264;217.526;9.625
1792.9;1427.4;-734.572;219.861;9.625
1802.9;1432.5;-742.911;222.127;9.625
1812.9;1437.7;-751.259;224.232;9.625
1822.9;1442.8;-759.698;226.047;9.625
1832.9;1448;-767.767;227.882;9.625
1843;1453.2;-776.436;229.768;9.625
1852.9;1458.4;-784.795;231.603;9.625
1862.9;1463.6;-793.084;233.348;9.625
1872.9;1468.8;-801.513;235.073;9.625
1883;1474;-809.811;236.879;9.625
1893;1479.2;-818.22;238.664;9.625
1902.9;1484.4;-826.649;240.369;9.625
1913;1489.6;-834.958;242.144;9.625
1922.9;1494.7;-843.407;243.88;9.625
1932.9;1499.9;-851.726;245.595;9.625
1942.9;1505.1;-860.225;247.29;9.625
1953;1510.3;-868.574;248.955;9.625
1963;1515.5;-876.813;250.701;9.625
1972.9;1520.7;-885.292;252.296;9.625
1982.9;1525.9;-893.651;253.941;9.625
1992.9;1531.1;-902.1;255.736;9.625
2002.9;1536.3;-910.369;257.442;9.625
2012.9;1541.5;-918.857;259.237;9.625
2022.9;1546.7;-926.716;260.982;9.625
2033;1551.9;-935.195;262.797;9.625
2042.9;1557.1;-943.764;264.573;9.625
2052.9;1562.2;-952.103;266.548;9.625
2062.9;1567.4;-960.442;268.333;9.625
2072.9;1572.6;-968.691;270.148;9.625
2082.9;1577.8;-977.049;272.024;9.625
2093;1583;-985.388;273.869;9.625
2102.9;1588.2;-993.717;275.614;9.625
2112.9;1593.3;-1002.016;277.449;9.625
2122.9;1598.5;-1010.465;279.255;9.625
2132.9;1603.7;-1018.754;281.15;9.625
2142.9;1608.9;-1027.003;282.895;9.625
2152.9;1614;-1035.521;284.71;9.625
2162.9;1619.2;-1043.77;286.475;9.625
2172.9;1624.3;-1052.099;288.251;9.625
2183;1629.5;-1060.478;290.076;9.625
2192.9;1634.6;-1068.837;291.891;9.625
2202.9;1639.8;-1077.236;293.656;9.625
2212.9;1644.9;-1085.615;295.432;9.625
2222.9;1650.1;-1094.044;297.227;9.625
2232.9;1655.2;-1102.383;298.882;9.625
2243;1660.3;-1110.831;300.638;9.625
2252.9;1665.5;-1119.2;302.503;9.625
2262.9;1670.7;-1127.539;304.258;9.625
2272.9;1675.9;-1135.938;306.093;9.625
2282.9;1681.1;-1144.347;307.919;9.625
2292.9;1686.2;-1152.746;309.654;9.625
2302.9;1691.4;-1161.135;311.379;9.625
2312.9;1696.6;-1169.514;313.164;9.625
2323;1701.7;-1178.022;314.99;9.625
2332.9;1706.9;-1186.351;316.715;9.625
2342.9;1712.1;-1194.7;318.46;9.625
2352.9;1717.3;-1203.199;320.056;9.625
2362.9;1722.4;-1211.558;321.771;9.625
2372.9;1727.6;-1219.977;323.616;9.625
2382.9;1732.8;-1228.376;325.261;9.625
2392.9;1737.9;-1236.845;326.987;9.625
2402.9;1743.1;-1245.184;328.642;9.625
2412.9;1748.4;-1253.553;330.357;9.625
2422.9;1753.7;-1261.822;332.162;9.625
2432.9;1759;-1270.171;333.978;9.625
2443;1764.3;-1278.529;335.793;9.625
2452.9;1769.5;-1286.908;337.518;9.625
2462.9;1774.8;-1295.127;339.243;9.625
2472.9;1780.1;-1303.506;340.939;9.625
2482.9;1785.4;-1311.765;342.704;9.625
2492.9;1790.7;-1320.054;344.459;9.625
2502.9;1796;-1328.483;346.084;9.625
2513;1801.3;-1336.842;347.779;9.625
2522.9;1806.5;-1345.071;349.605;9.625
2532.9;1811.8;-1353.53;351.51;9.625
2542.9;1817.1;-1361.798;353.275;9.625
2552.9;1822.4;-1369.727;355.03;9.625
2562.9;1827.6;-1378.336;356.825;9.625
2572.9;1833;-1386.515;358.561;9.625
2582.9;1838.3;-1394.714;360.546;9.625
2592.9;1843.6;-1403.003;362.511;9.625
2602.9;1849;-1410.981;364.586;9.625
2612.9;1854.4;-1419.3;366.551;9.625
2622.9;1859.7;-1427.469;368.526;9.625
2633;1865.1;-1435.598;370.521;9.625
2642.9;1870.4;-1443.886;372.577;9.625
2652.9;1875.6;-1452.315;374.632;9.625
2662.9;1880.9;-1460.514;376.537;9.625
2672.9;1886.2;-1468.713;378.642;9.625
2683;1891.6;-1476.881;380.667;9.625
2692.9;1896.9;-1485.04;382.652;9.625
2702.9;1902.2;-1493.249;384.638;9.625
2712.9;1907.6;-1501.567;386.673;9.625
2722.9;1912.9;-1509.696;388.558;9.625
2732.9;1918.3;-1517.885;390.643;9.625
2742.9;1923.7;-1525.964;392.658;9.625
2752.9;1929.1;-1534.032;394.853;9.625
2762.9;1934.6;-1542.151;396.818;9.625
2772.9;1940;-1550.34;398.754;9.625
2782.9;1945.3;-1558.609;400.819;9.625
2792.9;1950.5;-1566.867;402.804;9.625
2802.9;1955.7;-1575.086;405.029;9.625
2812.9;1960.9;-1583.295;406.924;9.625
2822.9;1966.2;-1591.523;409.069;9.625
2832.9;1971.5;-1599.732;410.995;9.625
2842.9;1976.9;-1607.921;412.91;9.625
2853;1982.2;-1616.12;414.895;9.625
2862.9;1987.5;-1624.299;416.91;9.625
2872.9;1992.7;-1632.637;418.915;9.625
2882.9;1998;-1640.926;420.89;9.625
2892.9;2003.2;-1649.215;422.856;9.625
2902.9;2008.6;-1657.364;424.751;9.625
2913;2014;-1665.572;426.716;9.625
2922.9;2019.3;-1673.831;428.571;9.625
2932.9;2024.7;-1682.06;430.526;9.625
2942.9;2030.1;-1690.159;432.591;9.625
2952.9;2035.4;-1698.447;434.657;9.625
2962.9;2040.7;-1706.556;436.882;9.625
2973;2045.9;-1714.795;438.997;9.625
2982.9;2051.1;-1723.213;440.992;9.625
2992.9;2056.2;-1731.642;443.197;9.625
3002.9;2061.2;-1739.921;445.343;9.625
3012.9;2066.2;-1748.289;447.508;9.625
3022.9;2071;-1756.768;449.473;9.625
3032.9;2075.9;-1765.297;451.638;9.625
3042.9;2081;-1773.695;453.684;9.625
3052.9;2086.1;-1782.044;455.789;9.625
3062.9;2091.5;-1790.263;457.754;9.625
3072.9;2096.8;-1798.592;459.909;9.625
3082.9;2102.3;-1806.68;461.904;9.625
3092.9;2108;-1814.829;463.86;9.625
3102.9;2113.6;-1822.848;465.715;9.625
3112.9;2119.3;-1831.177;467.59;9.625
3122.9;2124.9;-1839.096;469.385;9.625
3132.9;2130.6;-1847.265;471.1;9.625
3142.9;2136.3;-1855.204;472.745;9.625
3152.9;2142;-1863.383;474.32;9.625
3162.9;2147.7;-1871.372;475.865;9.625
3172.9;2153.5;-1879.411;477.42;9.625
3182.9;2159.2;-1887.42;478.895;9.625
3192.9;2165;-1895.599;480.38;9.625
3202.9;2170.9;-1903.538;481.885;9.625
3212.9;2176.8;-1911.547;483.24;9.625
3222.9;2182.7;-1919.466;484.705;9.625
3232.9;2188.6;-1927.395;486.1;9.625
3242.9;2194.6;-1935.364;487.445;9.625
3252.9;2200.5;-1943.303;488.78;9.625
3262.9;2206.5;-1951.073;490.055;9.625
3272.9;2212.6;-1958.952;491.41;9.625
3282.9;2218.7;-1966.781;492.705;9.625
3292.9;2224.8;-1974.55;493.91;9.625
3302.9;2230.8;-1982.329;495.125;9.625
3312.9;2236.8;-1990.199;496.23;9.625
3322.9;2242.8;-1997.978;497.375;9.625
3332.9;2248.8;-2005.727;498.599;9.625
3342.9;2254.9;-2013.577;499.694;9.625
3352.9;2260.9;-2021.426;500.899;9.625
3362.9;2267;-2029.245;502.154;9.625
3372.9;2273;-2036.914;503.299;9.625
3382.9;2279.1;-2044.734;504.424;9.625
3392.9;2285.3;-2052.653;505.749;9.625
3402.9;2291.4;-2060.352;506.854;9.625
3412.9;2297.5;-2068.331;507.989;9.625
3422.9;2303.7;-2076.161;509.154;9.625
3432.9;2309.9;-2083.94;510.429;9.625
3442.9;2316.1;-2091.789;511.573;9.625
3452.9;2322.3;-2099.518;512.708;9.625
3462.9;2328.6;-2107.468;513.843;9.625
3472.9;2334.8;-2115.217;514.858;9.625
3482.9;2341;-2123.036;516.063;9.625
3492.9;2347.3;-2130.856;517.068;9.625
3502.9;2353.6;-2138.525;518.133;9.625
3505.9;2355.4;-2141.005;518.404;9.625
3533;2372.5;-2161.853;521.492;9.625
3563;2391.5;-2184.743;525.106;9.625
3569;2395.3;-2189.35;525.8;9.625
3569;2395.3;-2189.35;525.8;7
3593;2410.4;-2207.778;528.578;7
3623;2428.5;-2231.439;532.081;7
3653;2445.7;-2255.761;535.733;7
3683;2462.8;-2280.228;538.817;7
3713;2480.1;-2304.67;540.968;7
3743;2497.7;-2328.879;542.243;7
3773;2516.2;-2352.486;542.911;7
3803;2535.2;-2375.693;543.24;7
3833;2554.5;-2398.657;543.196;7
3863;2573.9;-2421.544;542.826;7
3893;2593.2;-2444.533;542.401;7
3923;2612.4;-2467.576;542.064;7
3953;2631.6;-2490.607;541.66;7
3983;2650.9;-2513.574;541.23;7
4013;2670.4;-2536.355;540.884;7
4043;2690.3;-2558.85;540.572;7
4073;2710.4;-2581.105;540.326;7
4103;2730.7;-2603.159;540.015;7
4133;2751.4;-2624.896;539.643;7
4163;2772.5;-2646.201;539.307;7
4193;2794.1;-2667.028;538.885;7
4223;2816.1;-2687.434;538.332;7
4253;2838.4;-2707.459;537.763;7
4283;2861.1;-2727.09;537.182;7
4313;2884;-2746.435;536.471;7
4343;2907.1;-2765.613;535.626;7
4373;2930.2;-2784.735;534.722;7
4403;2953.2;-2803.923;533.783;7
4433;2976.2;-2823.227;532.682;7
4463;2999;-2842.643;531.358;7
4493;3021.7;-2862.145;529.884;7
4523;3044.4;-2881.738;528.397;7
4543;3059.5;-2894.86;527.309;7
4643;3134.6;-2960.584;521.276;7
