MD (m RKB);TVD (m RKB);E/W (m);N/S (m);Section (in)
2160;2059.3;-469.494;-16.161;14
2170;2069.3;-469.342;-15.456;14
2180;2079.2;-469.057;-14.709;14
2190;2089.2;-468.619;-13.932;14
2200;2099.1;-468.036;-13.128;14
2210;2109.1;-467.326;-12.297;14
2220;2119;-466.481;-11.437;14
2230;2128.9;-465.459;-10.553;14
2240;2138.8;-464.237;-9.648;14
2250;2148.7;-462.836;-8.716;14
2260;2158.5;-461.261;-7.759;14
2270;2168.3;-459.509;-6.781;14
2280;2178;-457.603;-5.791;14
2290;2187.8;-455.579;-4.797;14
2300;2197.5;-453.448;-3.802;14
2310;2207.2;-451.196;-2.786;14
2320;2216.9;-448.818;-1.731;14
2330;2226.5;-446.322;-0.632;14
2340;2236.1;-443.711;0.509;14
2350;2245.6;-440.975;1.685;14
2360;2255.1;-438.102;2.895;14
2370;2264.6;-435.084;4.143;14
2380;2274;-431.918;5.427;14
2390;2283.3;-428.614;6.747;14
2400;2292.6;-425.195;8.105;14
2410;2301.9;-421.672;9.497;14
2420;2311.1;-418.03;10.923;14
2430;2320.2;-414.257;12.395;14
2440;2329.3;-410.345;13.925;14
2450;2338.3;-406.3;15.531;14
2460;2347.2;-402.127;17.221;14
2470;2356.1;-397.827;18.998;14
2480;2364.8;-393.404;20.851;14
2490;2373.5;-388.853;22.763;14
2500;2382.1;-384.167;24.731;14
2510;2390.7;-379.371;26.741;14
2520;2399.2;-374.493;28.771;14
2530;2407.6;-369.53;30.832;14
2540;2416;-364.428;32.924;14
2550;2424.2;-359.142;35.043;14
2560;2432.3;-353.701;37.19;14
2570;2440.3;-348.149;39.357;14
2571;2441.1;-347.583;39.574;14
2571;2441.1;-347.583;39.574;8.5
2580;2448.3;-342.493;41.527;8.5
2590;2456.1;-336.7;43.685;8.5
2600;2463.9;-330.762;45.84;8.5
2610;2471.5;-324.688;48.001;8.5
2620;2479;-318.465;50.174;8.5
2630;2486.4;-312.096;52.368;8.5
2640;2493.7;-305.604;54.594;8.5
2650;2500.9;-299.002;56.849;8.5
2660;2507.9;-292.285;59.119;8.5
2670;2514.9;-285.448;61.406;8.5
2680;2521.7;-278.503;63.721;8.5
2690;2528.4;-271.459;66.071;8.5
2700;2534.9;-264.316;68.456;8.5
2710;2541.4;-257.07;70.882;8.5
2720;2547.7;-249.717;73.35;8.5
2730;2553.9;-242.264;75.864;8.5
2740;2559.9;-234.718;78.423;8.5
2750;2565.8;-227.09;81.017;8.5
2760;2571.7;-219.393;83.639;8.5
2770;2577.4;-211.632;86.293;8.5
2780;2583;-203.806;88.986;8.5
2790;2588.5;-195.905;91.713;8.5
2800;2593.8;-187.919;94.469;8.5
2810;2599;-179.849;97.255;8.5
2820;2604.1;-171.701;100.071;8.5
2830;2609;-163.48;102.908;8.5
2840;2613.9;-155.188;105.754;8.5
2850;2618.6;-146.845;108.603;8.5
2860;2623.3;-138.483;111.443;8.5
2870;2628;-130.112;114.271;8.5
2880;2632.6;-121.722;117.098;8.5
2890;2637.2;-113.302;119.944;8.5
2900;2641.7;-104.839;122.83;8.5
2910;2646;-96.331;125.76;8.5
2920;2650.3;-87.786;128.732;8.5
2930;2654.4;-79.207;131.744;8.5
2940;2658.5;-70.594;134.79;8.5
2950;2662.5;-61.948;137.877;8.5
2960;2666.3;-53.266;141.023;8.5
2970;2670;-44.532;144.223;8.5
2980;2673.5;-35.731;147.461;8.5
2990;2676.7;-26.862;150.717;8.5
3000;2679.8;-17.924;153.957;8.5
3010;2682.7;-8.911;157.166;8.5
3020;2685.4;0.177;160.359;8.5
3030;2687.9;9.333;163.554;8.5
3040;2690.1;18.542;166.759;8.5
3050;2692.1;27.791;169.977;8.5
3060;2693.9;37.076;173.213;8.5
3070;2695.5;46.389;176.491;8.5
3080;2696.9;55.714;179.817;8.5
3090;2698.3;65.033;183.168;8.5
3100;2699.7;74.34;186.54;8.5
3110;2701.1;83.64;189.936;8.5
3120;2702.5;92.933;193.359;8.5
3130;2703.9;102.215;196.811;8.5
3140;2705.3;111.486;200.29;8.5
3150;2706.7;120.75;203.788;8.5
3160;2708.1;130.01;207.295;8.5
3170;2709.5;139.266;210.811;8.5
3180;2710.9;148.516;214.345;8.5
3190;2712.3;157.762;217.889;8.5
3200;2713.7;167.006;221.447;8.5
3210;2715.1;176.243;225.017;8.5
3220;2716.5;185.482;228.578;8.5
3230;2717.8;194.732;232.119;8.5
3240;2719.2;203.989;235.646;8.5
3250;2720.6;213.246;239.175;8.5
3260;2721.9;222.502;242.712;8.5
3270;2723.3;231.754;246.258;8.5
3280;2724.6;241;249.812;8.5
3290;2726;250.242;253.371;8.5
3300;2727.4;259.484;256.929;8.5
3310;2728.8;268.726;260.485;8.5
3320;2730.2;277.964;264.044;8.5
3330;2731.6;287.198;267.613;8.5
3340;2733;296.433;271.193;8.5
3350;2734.4;305.66;274.791;8.5
3360;2735.8;314.875;278.409;8.5
3370;2737.2;324.085;282.043;8.5
3380;2738.6;333.295;285.686;8.5
3390;2740;342.502;289.334;8.5
3400;2741.4;351.708;292.985;8.5
3410;2742.7;360.914;296.639;8.5
3420;2744.1;370.121;300.3;8.5
3430;2745.4;379.322;303.971;8.5
3440;2746.8;388.519;307.654;8.5
3450;2748.2;397.713;311.343;8.5
3460;2749.6;406.903;315.037;8.5
3470;2751;416.092;318.725;8.5
3480;2752.4;425.283;322.4;8.5
3490;2753.9;434.467;326.053;8.5
3500;2755.5;443.645;329.69;8.5
3510;2757.1;452.826;333.302;8.5
3520;2758.8;462.015;336.884;8.5
3530;2760.4;471.21;340.457;8.5
3540;2762.1;480.407;344.025;8.5
3550;2763.7;489.604;347.582;8.5
3560;2765.4;498.802;351.135;8.5
3570;2767;508.004;354.689;8.5
3580;2768.7;517.208;358.232;8.5
3590;2770.3;526.415;361.764;8.5
3600;2772;535.622;365.3;8.5
3610;2773.7;544.829;368.827;8.5
3620;2775.3;554.045;372.318;8.5
3630;2777;563.272;375.787;8.5
3640;2778.7;572.512;379.227;8.5
3650;2780.4;581.761;382.636;8.5
3660;2782.1;591.013;386.044;8.5
3670;2783.7;600.265;389.454;8.5
3680;2785.4;609.522;392.852;8.5
3690;2787.1;618.779;396.246;8.5
3700;2788.7;628.033;399.645;8.5
3710;2790.4;637.278;403.057;8.5
3720;2792.2;646.5;406.489;8.5
3730;2794.1;655.691;409.926;8.5
3740;2796.2;664.843;413.358;8.5
3750;2798.6;673.947;416.789;8.5
3760;2801.1;683.004;420.206;8.5
3770;2803.8;692.015;423.604;8.5
3780;2806.6;700.98;426.995;8.5
3790;2809.6;709.911;430.378;8.5
3800;2812.7;718.805;433.753;8.5
3810;2815.9;727.648;437.106;8.5
3820;2819.3;736.439;440.432;8.5
3830;2822.9;745.183;443.736;8.5
3840;2826.6;753.879;447.017;8.5
3850;2830.4;762.51;450.275;8.5
3860;2834.5;771.052;453.507;8.5
3870;2838.8;779.503;456.704;8.5
3880;2843.2;787.872;459.864;8.5
3890;2847.9;796.167;462.999;8.5
3900;2852.6;804.402;466.112;8.5
3910;2857.4;812.595;469.189;8.5
3920;2862.4;820.721;472.214;8.5
3930;2867.6;828.745;475.186;8.5
3940;2873;836.669;478.107;8.5
3950;2878.4;844.519;480.976;8.5
3960;2884.1;852.272;483.799;8.5
3970;2890;859.889;486.582;8.5
3980;2896;867.375;489.323;8.5
3990;2902.2;874.739;492.019;8.5
4000;2908.5;881.991;494.676;8.5
4010;2915;889.134;497.297;8.5
4020;2921.7;896.168;499.89;8.5
4030;2928.4;903.112;502.464;8.5
4040;2935.2;909.984;505.016;8.5
4050;2942.1;916.764;507.531;8.5
4060;2949.1;923.439;510.002;8.5
4070;2956.2;930.028;512.435;8.5
4080;2963.4;936.536;514.837;8.5
4090;2970.7;942.951;517.205;8.5
4100;2978.1;949.259;519.52;8.5
4110;2985.6;955.458;521.762;8.5
4120;2993.3;961.55;523.925;8.5
4130;3001;967.535;526.024;8.5
4140;3008.8;973.413;528.069;8.5
4150;3016.8;979.178;530.034;8.5
4160;3024.8;984.809;531.926;8.5
4170;3033;990.293;533.776;8.5
4180;3041.2;995.619;535.581;8.5
4190;3049.6;1000.782;537.36;8.5
4200;3058.1;1005.794;539.125;8.5
4210;3066.7;1010.643;540.862;8.5
4220;3075.3;1015.323;542.563;8.5
4230;3084.1;1019.87;544.209;8.5
4240;3092.9;1024.308;545.812;8.5
4250;3101.8;1028.614;547.384;8.5
4260;3110.7;1032.769;548.911;8.5
4270;3119.8;1036.776;550.378;8.5
4280;3128.9;1040.653;551.777;8.5
4290;3138.1;1044.396;553.097;8.5
4300;3147.3;1047.969;554.324;8.5
4310;3156.7;1051.365;555.459;8.5
4320;3166.1;1054.565;556.505;8.5
4330;3175.6;1057.544;557.462;8.5
4340;3185.2;1060.338;558.335;8.5
4350;3194.8;1062.994;559.152;8.5
4360;3204.4;1065.513;559.945;8.5
4370;3214.1;1067.895;560.715;8.5
4380;3223.8;1070.193;561.465;8.5
4390;3233.5;1072.469;562.216;8.5
4400;3243.2;1074.745;562.981;8.5
4410;3252.9;1077.019;563.748;8.5
4420;3262.6;1079.28;564.521;8.5
4430;3272.3;1081.538;565.307;8.5
4440;3282;1083.801;566.113;8.5
4450;3291.7;1086.053;566.934;8.5
4460;3301.5;1088.296;567.768;8.5
4470;3311.2;1090.538;568.604;8.5
4480;3320.9;1092.786;569.434;8.5
4490;3330.6;1095.06;570.284;8.5
4500;3340.3;1097.365;571.173;8.5
4510;3350;1099.671;572.096;8.5
4520;3359.6;1101.961;573.056;8.5
4530;3369.3;1104.241;574.054;8.5
4540;3379;1106.509;575.092;8.5
4550.7;3389.4;1108.926;576.26;8.5
4562;3400.3;1111.475;577.527;8.5
