MD (m RKB);TVD (m RKB);E/W (m);N/S (m);Section (in)
1123;1068.2;-195.812;61.073;13.375
1132.9;1075.1;-202.691;62.727;13.375
1142.9;1082;-209.81;64.492;13.375
1152.9;1088.7;-216.998;66.216;13.375
1162.9;1095.3;-224.297;68.051;13.375
1173;1101.7;-231.776;69.586;13.375
1183;1108;-239.345;71.29;13.375
1193;1114.2;-247.054;72.995;13.375
1202.9;1120.2;-254.813;74.65;13.375
1213;1126.1;-262.762;76.355;13.375
1223;1131.8;-270.751;77.86;13.375
1233;1137.5;-278.86;79.725;13.375
1242.9;1143;-286.989;81.36;13.375
1253;1148.4;-295.178;83.085;13.375
1262.9;1153.7;-303.447;84.771;13.375
1272.9;1159;-311.746;86.596;13.375
1282.9;1164.3;-320.045;88.381;13.375
1292.9;1169.5;-328.393;90.186;13.375
1302.9;1174.6;-336.712;92.001;13.375
1312.9;1179.7;-345.091;93.937;13.375
1322.9;1184.9;-353.44;95.712;13.375
1332.9;1190.1;-361.819;97.527;13.375
1342.9;1195.3;-370.078;99.292;13.375
1353;1200.7;-378.397;101.118;13.375
1363;1206;-386.605;102.993;13.375
1372.9;1211.5;-394.774;104.848;13.375
1382.9;1217;-402.943;106.533;13.375
1392.9;1222.5;-411.042;108.378;13.375
1402.9;1228.1;-419.141;110.363;13.375
1412.9;1233.7;-427.14;112.068;13.375
1422.9;1239.3;-435.368;114.113;13.375
1433;1244.6;-443.517;116.078;13.375
1442.9;1250;-451.656;117.964;13.375
1453;1255.3;-459.965;119.839;13.375
1463;1260.5;-468.304;121.644;13.375
1473;1265.7;-476.672;123.689;13.375
1482.9;1270.8;-484.921;125.704;13.375
1485;1271.9;-486.647;126.098;13.375
1485;1271.9;-486.647;126.098;9.625
1492.9;1276;-493.22;127.6;9.625
1498;1278.7;-497.419;128.622;9.625
1502.9;1281.3;-501.479;129.595;9.625
1513;1286.6;-509.757;131.73;9.625
1522.9;1291.9;-517.816;134.145;9.625
1532.9;1297.1;-526.014;136.59;9.625
1543;1302.3;-534.133;139.115;9.625
1552.9;1307.4;-542.321;141.871;9.625
1563;1312.5;-550.429;144.716;9.625
1573;1317.6;-558.467;147.791;9.625
1582.9;1322.5;-566.455;151.066;9.625
1592.9;1327.5;-574.013;154.34;9.625
1602.9;1332.4;-582.451;158.036;9.625
1612.9;1337.2;-590.228;162.061;9.625
1622.9;1342;-598.046;165.966;9.625
1632.9;1346.8;-605.783;169.98;9.625
1642.9;1351.6;-613.701;173.925;9.625
1652.9;1356.4;-621.509;177.75;9.625
1662.9;1361.4;-629.406;181.495;9.625
1672.9;1366.4;-637.284;185.05;9.625
1682.9;1371.4;-645.152;188.475;9.625
1692.9;1376.5;-653.04;191.75;9.625
1702.9;1381.6;-660.988;195.025;9.625
1712.9;1386.6;-668.976;198.18;9.625
1722.9;1391.7;-676.974;201.245;9.625
1732.9;1396.7;-685.232;204.29;9.625
1742.9;1401.8;-693.31;207.205;9.625
1752.9;1406.8;-701.488;210.06;9.625
1762.9;1411.9;-709.787;212.686;9.625
1773;1417.1;-718.055;215.111;9.625
1782.9;1422.2;-726.264;217.526;9.625
1792.9;1427.4;-734.572;219.861;9.625
1802.9;1432.5;-742.911;222.127;9.625
1812.9;1437.7;-751.259;224.232;9.625
1822.9;1442.8;-759.698;226.047;9.625
1832.9;1448;-767.767;227.882;9.625
1843;1453.2;-776.436;229.768;9.625
1852.9;1458.4;-784.795;231.603;9.625
1862.9;1463.6;-793.084;233.348;9.625
1872.9;1468.8;-801.513;235.073;9.625
1883;1474;-809.811;236.879;9.625
1893;1479.2;-818.22;238.664;9.625
1902.9;1484.4;-826.649;240.369;9.625
1913;1489.6;-834.958;242.144;9.625
1922.9;1494.7;-843.407;243.88;9.625
1932.9;1499.9;-851.726;245.595;9.625
1942.9;1505.1;-860.225;247.29;9.625
1953;1510.3;-868.574;248.955;9.625
1963;1515.5;-876.813;250.701;9.625
1972.9;1520.7;-885.292;252.296;9.625
1982.9;1525.9;-893.651;253.941;9.625
1992.9;1531.1;-902.1;255.736;9.625
2002.9;1536.3;-910.369;257.442;9.625
2012.9;1541.5;-918.857;259.237;9.625
2022.9;1546.7;-926.716;260.982;9.625
2033;1551.9;-935.195;262.797;9.625
2042.9;1557.1;-943.764;264.573;9.625
2052.9;1562.2;-952.103;266.548;9.625
2062.9;1567.4;-960.442;268.333;9.625
2072.9;1572.6;-968.691;270.148;9.625
2082.9;1577.8;-977.049;272.024;9.625
2093;1583;-985.388;273.869;9.625
2102.9;1588.2;-993.717;275.614;9.625
2112.9;1593.3;-1002.016;277.449;9.625
2122.9;1598.5;-1010.465;279.255;9.625
2132.9;1603.7;-1018.754;281.15;9.625
2142.9;1608.9;-1027.003;282.895;9.625
2152.9;1614;-1035.521;284.71;9.625
2162.9;1619.2;-1043.77;286.475;9.625
2172.9;1624.3;-1052.099;288.251;9.625
2178;1626.9;-1056.335;289.174;9.625
2178;1626.9;-1056.335;289.174;7
2183;1629.5;-1060.478;290.076;7
2192;1634.2;-1068;291.802;7
2202;1639.6;-1076.202;293.835;7
2212;1645;-1084.33;295.863;7
2222;1650.6;-1092.376;297.898;7
2232;1656.3;-1100.328;299.912;7
2242;1662.1;-1108.214;301.908;7
2252;1668;-1116.048;303.89;7
2262;1674.1;-1123.779;305.848;7
2272;1680.2;-1131.418;307.793;7
2282;1686.5;-1138.986;309.719;7
2292;1692.8;-1146.454;311.61;7
2302;1699.3;-1153.855;313.459;7
2312;1705.8;-1161.198;315.291;7
2322;1712.5;-1168.416;317.155;7
2332;1719.3;-1175.521;319.059;7
2342;1726.1;-1182.554;320.98;7
2352;1733.1;-1189.468;322.936;7
2362;1740.1;-1196.267;324.922;7
2372;1747.3;-1203;326.913;7
2382;1754.5;-1209.611;328.932;7
2392;1761.8;-1216.12;330.967;7
2402;1769.2;-1222.57;333.01;7
2412;1776.6;-1228.929;335.099;7
2422;1784.1;-1235.191;337.221;7
2432;1791.7;-1241.348;339.365;7
2442;1799.3;-1247.398;341.526;7
2452;1807.1;-1253.371;343.698;7
2462;1814.9;-1259.238;345.913;7
2472;1822.7;-1264.958;348.157;7
2482;1830.7;-1270.594;350.401;7
2492;1838.7;-1276.129;352.677;7
2502;1846.8;-1281.539;354.985;7
2512;1854.9;-1286.907;357.314;7
2522;1863;-1292.253;359.697;7
2532;1871.1;-1297.532;362.155;7
2542;1879.3;-1302.742;364.677;7
2552;1887.5;-1307.853;367.241;7
2562;1895.8;-1312.824;369.834;7
2572;1904.1;-1317.677;372.456;7
2582;1912.5;-1322.42;375.103;7
2592;1921;-1327.034;377.768;7
2602;1929.5;-1331.544;380.44;7
2612;1938.1;-1335.938;383.108;7
2622;1946.7;-1340.191;385.785;7
2632;1955.4;-1344.335;388.517;7
2642;1964.1;-1348.375;391.307;7
2652;1972.8;-1352.326;394.151;7
2662;1981.6;-1356.205;397.075;7
2672;1990.3;-1359.976;400.085;7
2682;1999.1;-1363.608;403.141;7
2692;2008;-1367.109;406.231;7
2702;2016.8;-1370.512;409.378;7
2712;2025.7;-1373.807;412.566;7
2724;2036.4;-1377.579;416.457;7
2752;2061.5;-1385.831;425.775;7
2781;2087.7;-1393.741;435.549;7
2810;2113.9;-1400.822;445.756;7
2839;2140.2;-1406.487;456.492;7
2867;2165.8;-1410.598;466.983;7
2896;2192.6;-1413.568;477.656;7
2924;2218.7;-1415.129;487.67;7
2953;2245.8;-1415.44;497.94;7
2982;2272.9;-1414.154;508.244;7
3011;2299.7;-1411.602;518.92;7
3040;2326.3;-1408.424;530.037;7
3070;2353.7;-1404.759;541.775;7
3100;2381.1;-1401.005;553.511;7
3129;2407.6;-1397.606;564.78;7
3158;2434.1;-1394.282;575.976;7
3187;2460.7;-1390.828;587.109;7
3216;2487.2;-1387.485;598.372;7
3245;2513.6;-1384.311;609.828;7
3274;2540;-1381.141;621.429;7
3303;2566.4;-1377.987;633.129;7
3331;2591.8;-1374.966;644.455;7
3360;2618.1;-1371.96;656.265;7
3389;2644.4;-1369.122;668.141;7
3418;2670.7;-1366.281;679.945;7
3447;2697.1;-1363.481;691.758;7
3477;2724.3;-1360.616;703.987;7
3505;2749.8;-1357.884;715.249;7
3533;2775.4;-1355.3;726.317;7
3562;2802;-1352.932;737.659;7
3592;2829.6;-1350.634;749.079;7
3615;2851;-1349.054;757.472;7
3632;2866.9;-1348.06;763.483;7
3657;2890;-1345.766;772.679;7
3678;2909.2;-1342.764;780.559;7
3707;2935.7;-1337.555;791.234;7
3721;2948.3;-1334.573;796.547;7
3736;2961.7;-1331.128;802.339;7
3765;2987.6;-1324.164;813.404;7
3794;3013.4;-1316.785;824.388;7
3823;3039.2;-1309.39;835.171;7
3852;3065.4;-1302.244;845.575;7
3882;3092.4;-1295.003;856.297;7
3911;3118.6;-1288.071;866.735;7
3939;3143.8;-1281.313;876.797;7
3968;3169.9;-1274.359;887.33;7
3997;3196;-1267.509;897.985;7
4025;3221.2;-1260.994;908.257;7
4044;3238.6;-1257.006;914.891;7
